Unnamed: 0,id_x,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Emotion_Category
8462,14984,Men,Apparel,Topwear,Sweatshirts,Black,Rainy,2011.0,Sports,ADIDAS Men Real Madrid Black Sweatshirts,Anger
8465,1973,Men,Apparel,Topwear,Tshirts,Brown,Rainy,2010.0,Casual,Quechua Mens Brown T-shirt,Sadness
8466,16072,Men,Apparel,Bottomwear,Trousers,Black,Rainy,2011.0,Casual,Highlander Men Solid Black Trouser,Anger
8467,22247,Men,Footwear,Sandal,Sandals,Grey,Rainy,2012.0,Casual,ID Men Grey Casual Sandals,Sadness
8468,19806,Men,Apparel,Topwear,Tshirts,Black,Rainy,2016.0,Casual,U.S. Polo Assn. Men Solid Black Tshirt,Anger
8469,7425,Women,Apparel,Topwear,Tops,Black,Sunny,2011.0,Ethnic,W Women's Deep U Neck Sleeveless White Black Top,Anger
8471,34322,Men,Apparel,Topwear,Tshirts,Red,Sunny,2012.0,Casual,Myntra Men Red Meltdown T-shirt,Joy
8473,3085,Men,Apparel,Topwear,Tshirts,Yellow,Sunny,2011.0,Casual,Probase Men's Standing Out Yellow T-shirt,Joy
8475,13500,Men,Apparel,Topwear,Tshirts,Grey,Rainy,2011.0,Casual,Chimp Men VVVIP Grey T-shirts,Sadness
8478,2157,Men,Apparel,Topwear,Tshirts,Yellow,Sunny,2011.0,Casual,Basics Men Yellow Polo T-shirt,Joy
8480,33107,Women,Footwear,Shoes,Heels,Pink,Rainy,2015.0,Casual,Catwalk Women Pink Flats,Joy
8481,57442,Women,Apparel,Topwear,Tshirts,Pink,Sunny,2012.0,Casual,Angry Birds Women Pink T-shirt,Joy
8483,44869,Men,Apparel,Topwear,Tshirts,Black,Sunny,2012.0,Casual,Puma Men Black T-shirt,Anger
8485,11257,Men,Apparel,Topwear,Tshirts,Black,Rainy,2011.0,Casual,Puma Men cover Black Tshirts,Anger
8489,5372,Men,Footwear,Shoes,Sports Shoes,Brown,Sunny,2011.0,Sports,Quechua Forclaz 50 Jr 10 Brown,Sadness
8493,52130,Women,Apparel,Dress,Dresses,Blue,Sunny,2012.0,Casual,Doodle Girls Blue Printed Dress,Contentment
8496,33335,Men,Footwear,Shoes,Formal Shoes,Black,Sunny,2012.0,Formal,Homme Men Black Semi Formal Shoes,Anger
8497,41715,Women,Footwear,Shoes,Heels,Brown,Rainy,2012.0,Casual,Catwalk Women Brown Wedges,Sadness
8499,37795,Men,Apparel,Topwear,Shirts,White,Sunny,2012.0,Formal,John Players Men Check White & Green Shirt,Joy
8500,5140,Women,Apparel,Topwear,Tshirts,Grey,Sunny,2011.0,Casual,Wrangler Women's Pinstrupe Grey Melange T-shirt,Sadness
8501,14517,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Formal,Mark Taylor Men Blue & Light Brown Striped Shirt,Contentment
8503,11859,Men,Footwear,Flip Flops,Flip Flops,Green,Rainy,2011.0,Casual,Playboy Men Casual Green Slippers,Contentment
8504,4092,Men,Apparel,Topwear,Tshirts,Purple,Sunny,2011.0,Casual,Classic Polo Men's Purple With Orange White T-shirt,Sadness
8507,51587,Women,Apparel,Bottomwear,Jeans,Navy Blue,Sunny,2012.0,Casual,Wrangler Women Navy Blue Molly Jeans,Neutral
8511,34110,Women,Apparel,Topwear,Tops,Red,Sunny,2012.0,Casual,Doodle Girls Printed Red Top,Joy
8514,31462,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Sports,Nike Men Advantage Geometric Blue Jersey,Contentment
8515,49578,Women,Footwear,Shoes,Heels,Black,Rainy,2015.0,Casual,Catwalk Women Black Catwalk Flats,Anger
8516,22849,Men,Footwear,Shoes,Casual Shoes,Khaki,Sunny,2012.0,Casual,Woodland Men Khaki Casual Shoes,Anger
8517,43042,Women,Apparel,Topwear,Tops,Pink,Sunny,2012.0,Casual,Gini and Jony Girls Pink Top,Joy
8520,13732,Men,Apparel,Topwear,Shirts,Red,Rainy,2011.0,Casual,Belmonte Men Check Red Shirts,Joy
8522,11401,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,United Colors Of Benetton Men Light Winter Blue Shirts,Contentment
8523,57214,Women,Apparel,Bottomwear,Shorts,Blue,Rainy,2012.0,Casual,Kraus Jeans Women Blue Shorts,Contentment
8524,33751,Women,Apparel,Topwear,Tops,White,Sunny,2012.0,Casual,Vero Moda Women White & Pink Top,Joy
8527,36223,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,Nike Men Air Quick Handle White & Black Sports Shoes,Joy
8528,20346,Women,Apparel,Topwear,Sweaters,Pink,Rainy,2011.0,Casual,Scullers For Her Women Solid Pink Sweater,Joy
8530,34574,Women,Apparel,Topwear,Tops,Black,Sunny,2012.0,Casual,Tonga Women Printed Black Top,Anger
8531,7273,Men,Apparel,Topwear,Tshirts,Yellow,Rainy,2011.0,Casual,Batman Men's Logo Distressed Light Yellow T-shirt,Joy
8533,16624,Men,Apparel,Bottomwear,Trousers,Grey,Rainy,2011.0,Casual,Probase Men Check Grey Trouser,Sadness
8536,2701,Women,Apparel,Topwear,Tops,Yellow,Sunny,2011.0,Casual,Disney Kids Girl's Yellow Daisy Kidswear,Joy
8538,13356,Women,Footwear,Shoes,Casual Shoes,Silver,Rainy,2011.0,Casual,Timberland Women Femmes Silver Casual Shoes,Neutral
8539,12284,Men,Apparel,Topwear,Shirts,Maroon,Rainy,2011.0,Casual,Genesis Maroon Casual Shirt,Sadness
8541,13958,Women,Apparel,Topwear,Tops,Grey,Sunny,2011.0,Casual,United Colors of Benetton Women Solid Grey Tops,Sadness
8542,34746,Men,Footwear,Shoes,Casual Shoes,White,Sunny,2012.0,Casual,Puma Men Match Classics White Shoes,Joy
8545,8835,Men,Apparel,Bottomwear,Trousers,Green,Sunny,2011.0,Formal,Scullers Men Scul Green Trousers,Contentment
8546,16416,Men,Apparel,Topwear,Tshirts,Grey,Rainy,2011.0,Casual,Levi's Men Stripes Grey Tshirts,Sadness
8547,22623,Men,Apparel,Topwear,Tshirts,Grey,Rainy,2011.0,Sports,Nike Men Solid Grey T-shirt,Sadness
8548,35694,Men,Footwear,Shoes,Casual Shoes,Blue,Sunny,2012.0,Casual,Nike Men Dunk Low Blue Shoes,Contentment
8549,7041,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2011.0,Casual,Numero Uno Black Men's Shoe,Anger
8550,13164,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2011.0,Sports,Skechers Men Diamondback Black Sports Shoes,Anger
8551,43614,Women,Apparel,Topwear,Tunics,Pink,Sunny,2012.0,Casual,Vero Moda Women Pink Tunic,Joy
8552,31234,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Puma Men Blue Striped Polo T-shirt,Contentment
8553,26283,Men,Apparel,Topwear,Tshirts,Purple,Sunny,2012.0,Casual,Proline Men Purple T-shirt with Printed Detail,Sadness
8554,25406,Men,Apparel,Topwear,Tshirts,White,Sunny,2012.0,Sports,Nike Men White T-shirt,Joy
8555,59980,Women,Apparel,Dress,Dresses,Black,Rainy,2012.0,Casual,Avirate Black & Cream Dress,Anger
8557,33563,Women,Apparel,Topwear,Tshirts,Yellow,Sunny,2012.0,Casual,Wrangler Women Butterfly Yellow T-shirt,Joy
8559,40091,Men,Apparel,Topwear,Tshirts,White,Sunny,2012.0,Casual,ADIDAS Men White T-shirt,Joy
8560,20948,Men,Footwear,Flip Flops,Flip Flops,Black,Rainy,2011.0,Casual,ADIDAS Men Adi Neo Tread Black Flip Flops,Anger
8562,52554,Women,Apparel,Bottomwear,Jeans,Blue,Sunny,2012.0,Casual,Pepe Jeans Women Blue Jeans,Contentment
8564,39865,Men,Apparel,Topwear,Tshirts,Red,Sunny,2012.0,Casual,Gini and Jony Boys Polo Red T-Shirt,Joy
8565,14341,Women,Footwear,Flip Flops,Flip Flops,Green,Sunny,2012.0,Casual,Nike Women Snapper Green Flip Flops,Contentment
8567,20174,Men,Apparel,Topwear,Shirts,Green,Rainy,2011.0,Casual,Wrangler Men Dark Green Check Shirt,Contentment
8568,5716,Men,Apparel,Topwear,Tshirts,Red,Sunny,2011.0,Casual,Basics Men Red T-shirt,Joy
8569,41385,Women,Apparel,Topwear,Shirts,Green,Sunny,2012.0,Casual,Wrangler Women Green Candy Shirt,Contentment
8570,15869,Women,Footwear,Sandal,Sandals,Pink,Rainy,2011.0,Casual,Warner Bros Kids Girls TJ Playlogs Pink Sandals,Joy
8572,24712,Men,Footwear,Shoes,Casual Shoes,Black,Rainy,2011.0,Casual,Puma Men Mid Bas Black Casual Shoes,Anger
8574,15055,Men,Footwear,Shoes,Formal Shoes,Brown,Sunny,2013.0,Formal,Franco Leone Men Brown Formal Shoe,Sadness
8577,4402,Men,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,Billy Idol Men's Faceless Black T-shirt,Anger
8579,53640,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,ADIDAS Men Black Shoes,Anger
8584,34580,Women,Apparel,Topwear,Tops,Black,Sunny,2012.0,Casual,Tonga Women Black Top,Anger
8585,7287,Men,Apparel,Topwear,Tshirts,Red,Sunny,2011.0,Casual,DC Comics Men's Flash Flock Logo Dark Red T-shirt,Joy
8586,35452,Men,Apparel,Topwear,Tshirts,White,Sunny,2012.0,Casual,Doodle Boys Printed White T-shirt,Joy
8587,26879,Women,Apparel,Topwear,Tops,Blue,Sunny,2012.0,Casual,Jealous 21 Women Printed Blue Top,Contentment
8588,27197,Women,Apparel,Dress,Dresses,Pink,Sunny,2012.0,Casual,Doodle Kids Girl Pink Dress,Joy
8589,26045,Men,Apparel,Topwear,Shirts,Purple,Sunny,2012.0,Formal,John Miller Men Purple Shirt,Sadness
8590,3627,Men,Footwear,Sandal,Sandals,Black,Sunny,2011.0,Casual,Puma Men Argon Black Sandal,Anger
8591,29831,Men,Apparel,Topwear,Shirts,Purple,Sunny,2012.0,Casual,Basics Men Purple Shirt,Sadness
8592,47240,Men,Footwear,Shoes,Casual Shoes,Purple,Sunny,2012.0,Casual,Playboy Men Purple Casual Shoes,Sadness
8593,6167,Men,Footwear,Flip Flops,Flip Flops,Black,Sunny,2011.0,Casual,ADIDAS Men's Tread Black Flip Flop,Anger
8598,35660,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,U.S. Polo Assn. Men Black Shoes,Anger
8599,46392,Men,Apparel,Topwear,Tshirts,Black,Sunny,2012.0,Casual,ADIDAS Men Black Printed T-shirt,Anger
8600,18578,Women,Apparel,Topwear,Sweatshirts,Black,Rainy,2011.0,Casual,Puma Women Black Sweatshirt,Anger
8601,13190,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,Fila Men Dls Game White Sports Shoes,Joy
8604,30312,Men,Apparel,Topwear,Tshirts,Red,Sunny,2012.0,Casual,Myntra Men Viva Las Vegas Red T-shirt,Joy
8605,3415,Men,Apparel,Topwear,Tshirts,White,Sunny,2011.0,Casual,Myntra Men's Octopus White T-shirt,Joy
8606,42732,Women,Footwear,Shoes,Flats,Silver,Rainy,2012.0,Casual,Rocia Women Silver Sandals,Neutral
8607,7889,Men,Apparel,Bottomwear,Track Pants,Grey,Rainy,2011.0,Casual,Proline Men Grey Track Pants,Sadness
8608,55785,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Sunny,2014.0,Casual,Converse Men Navy Casual Shoes,Neutral
8609,12042,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Formal,Mark Taylor Men Blue Striped Shirts,Contentment
8610,26277,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Proline Men Blue Polo T-shirt,Contentment
8612,32445,Men,Apparel,Bottomwear,Shorts,Black,Rainy,2014.0,Sports,Adidas Men Black Shorts,Anger
8613,59974,Women,Apparel,Dress,Dresses,Black,Rainy,2012.0,Casual,Avirate Black & White Dress,Anger
8614,40065,Men,Apparel,Topwear,Tshirts,Orange,Sunny,2010.0,Sports,ADIDAS Men Orange T-shirt,Joy
8615,10715,Women,Apparel,Topwear,Tops,Black,Rainy,2011.0,Casual,Nike Women Training sports bra Black Tops,Anger
8617,4630,Men,Footwear,Flip Flops,Flip Flops,Black,Sunny,2011.0,Casual,ADIDAS Men's Chewang Slides Black Blue Flip Flops,Anger
8618,39891,Men,Footwear,Shoes,Casual Shoes,Grey,Sunny,2012.0,Casual,ADIDAS Men Grey Neptune Shoes,Sadness
8619,15267,Women,Footwear,Shoes,Casual Shoes,Yellow,Rainy,2011.0,Casual,ADIDAS Originals Women SL 72 Yellow Casual Shoes,Joy
8620,38943,Men,Apparel,Topwear,Shirts,White,Sunny,2012.0,Casual,Gini and Jony Boys Check White Shirt,Joy
8621,20180,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,Wrangler Men Rodeo Blue Shirt,Contentment
8623,51741,Men,Footwear,Shoes,Sports Shoes,Grey,Sunny,2012.0,Sports,Force 10 Men Grey Sports Shoes,Sadness
8625,47624,Women,Footwear,Shoes,Heels,Maroon,Rainy,2014.0,Casual,Portia Women Maroon Flats,Sadness
8626,6503,Men,Footwear,Shoes,Formal Shoes,Black,Rainy,2018.0,Formal,Red Tape Men Black Shoes,Anger
8627,18920,Men,Apparel,Topwear,Shirts,Purple,Rainy,2011.0,Casual,Levis Men Work Western Purple Shirt,Sadness
8628,28789,Men,Apparel,Topwear,Shirts,White,Sunny,2012.0,Casual,Denizen Men White Shirt,Joy
8630,17154,Men,Apparel,Topwear,Jackets,Navy Blue,Rainy,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Jacket,Neutral
8631,3071,Women,Apparel,Topwear,Tshirts,Blue,Sunny,2011.0,Casual,Tantra Women's Shlokas Blue T-shirt,Contentment
8632,8499,Women,Apparel,Bottomwear,Skirts,Pink,Rainy,2011.0,Casual,Forever New Women Blossom  Pink Printed Skirt,Joy
8633,12426,Men,Footwear,Shoes,Casual Shoes,Brown,Rainy,2011.0,Casual,Timberland Men Casual Brown Casual Shoes,Sadness
8634,26613,Men,Footwear,Shoes,Sports Shoes,Grey,Sunny,2012.0,Sports,Puma Men Complete Itana 2 Grey Sports Shoes,Sadness
8635,17968,Men,Footwear,Flip Flops,Flip Flops,Black,Rainy,2011.0,Casual,Puma Men Splash Black Slipper,Anger
8637,10371,Men,Apparel,Topwear,Sweatshirts,Black,Rainy,2011.0,Casual,United Colors of Benetton Men Printed Black Sweatshirt,Anger
8638,24144,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,ADIDAS Men Blue Printed T-shirt,Contentment
8643,4254,Men,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,Inkfruit Men's Rastra Black T-shirt,Anger
8644,36481,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,Spinn Men Black Elevate Shoes,Anger
8646,15603,Men,Apparel,Topwear,Jackets,Black,Rainy,2011.0,Sports,Nike Men Football Soccer Black Jackets,Anger
8647,5988,Men,Apparel,Topwear,Shirts,Pink,Sunny,2011.0,Casual,Locomotive Men Pink Checked Shirt,Joy
8648,10143,Men,Footwear,Shoes,Formal Shoes,Brown,Rainy,2011.0,Formal,Rockport Men Moc Front Brown Formal Shoes,Sadness
8651,11091,Men,Apparel,Topwear,Shirts,Red,Rainy,2011.0,Casual,Scullers Men Red Check Shirt,Joy
8652,37761,Men,Apparel,Topwear,Shirts,Green,Sunny,2012.0,Casual,John Players Men Check Green Shirt,Contentment
8653,44293,Men,Apparel,Topwear,Shirts,Blue,Sunny,2012.0,Casual,Indian Terrain Men Blue Check Shirt,Contentment
8654,45341,Women,Footwear,Shoes,Heels,Beige,Sunny,2016.0,Casual,Cobblerz Women Beige & Green Sandals,Contentment
8655,4066,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2011.0,Casual,Crocs Men's Tideline Canvas Black Shoe,Anger
8660,23153,Men,Apparel,Topwear,Tshirts,Black,Rainy,2011.0,Casual,Mark Taylor Men Black Printed T-shirt,Anger
8663,6731,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2011.0,Sports,Puma Men's Bolt Faas 300 Black Blue Shoe,Anger
8664,12614,Men,Apparel,Topwear,Tshirts,White,Rainy,2011.0,Casual,Ed Hardy Men Printed White Tshirts,Joy
8665,3243,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2010.0,Sports,Puma Men's Future Cat Black Shoe,Anger
8666,42164,Men,Apparel,Topwear,Tshirts,Green,Sunny,2012.0,Casual,Status Quo Men Green T-shirt,Contentment
8668,2391,Men,Footwear,Shoes,Formal Shoes,Black,Rainy,2018.0,Formal,Red Tape Men Formal Black Shoe,Anger
8669,9779,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Rainy,2011.0,Casual,ADIDAS Men Cress 3spespt Navy Blue Track Pants,Neutral
8670,30924,Women,Apparel,Bottomwear,Skirts,Beige,Sunny,2012.0,Ethnic,Fabindia Women Printed Beige Ghera Skirt,Contentment
8671,29035,Men,Apparel,Topwear,Tshirts,Grey,Sunny,2012.0,Casual,ADIDAS Men Game Grey T-shirt,Sadness
8674,30118,Men,Apparel,Topwear,Tshirts,Navy Blue,Sunny,2012.0,Casual,Flying Machine Men Printed Navy Blue T-shirt,Neutral
8679,14983,Men,Apparel,Topwear,Shirts,Maroon,Rainy,2011.0,Formal,Arrow Men Stripes Maroon Slim Fit Shirt,Sadness
8681,59342,Men,Footwear,Shoes,Casual Shoes,Brown,Sunny,2012.0,Casual,Gliders Men Brown Shoes,Sadness
8684,37933,Women,Apparel,Topwear,Tops,Pink,Sunny,2012.0,Casual,Mineral Women Pink Top,Joy
8689,56904,Women,Footwear,Shoes,Heels,Blue,Rainy,2012.0,Casual,HM Women Blue Flats,Contentment
8690,17508,Men,Apparel,Topwear,Tshirts,Grey,Rainy,2011.0,Casual,Classic Polo Men Stripes Grey Polo T-Shirt,Sadness
8691,47278,Men,Footwear,Shoes,Formal Shoes,Black,Sunny,2012.0,Formal,Franco Leone Men Black Formal Shoes,Anger
8692,13994,Men,Apparel,Topwear,Jackets,Black,Rainy,2011.0,Sports,Nike Men Solid Black Jackets,Anger
8693,12846,Men,Apparel,Topwear,Tshirts,Grey,Rainy,2011.0,Casual,Ant Kids Boys Rock Grey Tshirts,Sadness
8694,35658,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,U.S. Polo Assn. Men Black Shoes,Anger
8698,6963,Men,Apparel,Topwear,Tshirts,Purple,Sunny,2011.0,Casual,s.Oliver Men's All You Need Purple T-shirt,Sadness
8699,18540,Women,Footwear,Shoes,Heels,Black,Rainy,2015.0,Casual,Catwalk Women Black Heels,Anger
8702,38523,Men,Footwear,Shoes,Casual Shoes,Black,Sunny,2012.0,Casual,Puma Men Black Surge Shoes,Anger
8703,45977,Women,Apparel,Topwear,Tops,Yellow,Sunny,2012.0,Casual,Tokyo Talkies Women Yellow Printed Top,Joy
8704,24940,Men,Apparel,Topwear,Tshirts,Black,Sunny,2012.0,Casual,United Colors of Benetton Kids Boys Black Printed T-shirt,Anger
8707,25892,Women,Apparel,Topwear,Tops,Black,Sunny,2012.0,Casual,Femella Women Black Spaghetti Top,Anger
8709,3875,Men,Apparel,Topwear,Tshirts,Grey,Sunny,2011.0,Casual,Wrangler Men's Trademark Washed Grey T-shirt,Sadness
8710,18918,Men,Apparel,Topwear,Shirts,Grey,Rainy,2011.0,Casual,Levis Men Denim Grey Shirt,Sadness
8712,3049,Men,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,Tantra Men's Rupee Black T-shirt,Anger
8723,22885,Men,Footwear,Sandal,Sandals,Khaki,Rainy,2015.0,Casual,Woodland Men Khaki Casual Sandals,Anger
8724,26419,Men,Apparel,Topwear,Shirts,Green,Sunny,2012.0,Casual,Turtle Men Check Green Shirt,Contentment
8725,18316,Men,Apparel,Topwear,Shirts,Green,Sunny,2011.0,Casual,Wills Lifestyle Men Check Green Shirt,Contentment
8726,23957,Men,Apparel,Topwear,Shirts,Blue,Rainy,2011.0,Casual,Provogue Men Blue Shirt,Contentment
8727,48466,Women,Apparel,Dress,Dresses,Black,Rainy,2011.0,Party,French Connection Women Black Dress,Anger
8728,4862,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2011.0,Sports,ADIDAS Men Chelsea Home Blue Jersey,Contentment
8729,37759,Men,Apparel,Topwear,Shirts,Grey,Sunny,2012.0,Casual,John Players Men Stripes Grey Shirt,Sadness
8730,45379,Women,Footwear,Shoes,Flats,White,Sunny,2013.0,Casual,Rocia Women White & Brown Sandals,Joy
8731,11895,Men,Footwear,Shoes,Formal Shoes,Black,Rainy,2011.0,Formal,Franco Leone Men Formal Black Formal Shoes,Anger
8733,15409,Men,Footwear,Sandal,Sandals,Black,Sunny,2012.0,Casual,Fila Men Cage Black Slippers,Anger
8735,44851,Men,Apparel,Topwear,Tshirts,Red,Sunny,2012.0,Casual,Puma Men Red Ferrari T-shirt,Joy
8737,39405,Men,Apparel,Topwear,Shirts,Lavender,Sunny,2014.0,Smart Casual,U.S. Polo Assn. Men Lavender & White Striped Linen Tailored Fit Smart Casual Shirt,Contentment
8738,45983,Women,Apparel,Topwear,Tops,Blue,Sunny,2012.0,Casual,Tokyo Talkies Women Blue Printed Top,Contentment
8743,4298,Men,Apparel,Topwear,Tshirts,Green,Sunny,2011.0,Casual,Tantra Men's Budwiser Aqua Green T-shirt,Contentment
8744,3881,Men,Apparel,Topwear,Tshirts,Navy Blue,Sunny,2011.0,Casual,Wrangler Men's Wrangler Flag Navy T-shirt,Neutral
8746,2953,Women,Apparel,Bottomwear,Capris,Yellow,Rainy,2010.0,Casual,DUSG Women Rishikesh Organic Wheat Capri,Joy
8747,17198,Men,Apparel,Topwear,Sweaters,Black,Rainy,2016.0,Casual,U.S. Polo Assn. Men Solid Black Sweater,Anger
8748,8455,Women,Apparel,Topwear,Tops,Pink,Rainy,2011.0,Casual,Jealous 21 Women Jealous Ran Pink Top Pink Tops,Joy
8750,31668,Men,Apparel,Bottomwear,Jeans,Grey,Sunny,2012.0,Casual,Spykar Men Grey Jeans,Sadness
8753,13538,Men,Footwear,Shoes,Casual Shoes,Black,Rainy,2012.0,Casual,Carlton London Men Casual Black Casual Shoes,Anger
8754,16278,Men,Apparel,Topwear,Sweatshirts,Grey,Rainy,2011.0,Casual,Pink Floyd Men Pink Floyd Grey Sweatshirts,Sadness
8755,42994,Women,Footwear,Shoes,Sports Shoes,Purple,Sunny,2012.0,Sports,Nike Women Purple Air Max Sports Shoes,Sadness
8762,22871,Men,Footwear,Shoes,Casual Shoes,Khaki,Sunny,2012.0,Casual,Woodland Men Khaki Casual Shoes,Anger
8766,48492,Women,Apparel,Topwear,Tops,Beige,Rainy,2011.0,Casual,French Connection Women Beige Top,Contentment
8767,30588,Men,Apparel,Topwear,Tshirts,Blue,Sunny,2012.0,Casual,Nike Men Club Pique Polo Blue T-shirt,Contentment
8768,5944,Women,Footwear,Shoes,Casual Shoes,White,Sunny,2011.0,Casual,ADIDAS Women Derby White Shoe,Joy
8770,4896,Women,Apparel,Topwear,Tops,Yellow,Sunny,2011.0,Casual,Levis Kids Girl's Diane Yellow Teens Kidswear,Joy
8771,39637,Men,Footwear,Shoes,Sports Shoes,White,Sunny,2012.0,Sports,Lotto Men White Sports Shoes,Joy
8773,5178,Men,Apparel,Topwear,Tshirts,Navy Blue,Sunny,2011.0,Casual,Rolling Stone Men's The Rolling Stones Navy T-shirt,Neutral
8774,11861,Men,Footwear,Flip Flops,Flip Flops,Brown,Rainy,2012.0,Casual,Playboy Men Casual Brown Slippers,Sadness
8776,6399,Men,Footwear,Sandal,Sandals,Black,Sunny,2011.0,Casual,Lotto Men Rebel Black Grey Floater,Anger
8783,19654,Women,Apparel,Topwear,Tshirts,Black,Sunny,2011.0,Casual,United Colors of Benetton Women Printed Black Tshirt,Anger
8785,11439,Women,Apparel,Topwear,Tops,Navy Blue,Rainy,2011.0,Casual,United Colors of Benetton Women Solid Navy Blue Top,Neutral
8786,41349,Men,Apparel,Bottomwear,Jeans,Blue,Sunny,2013.0,Casual,Wrangler Men Blue Skanders Jeans,Contentment
8787,39253,Men,Footwear,Shoes,Casual Shoes,Rust,Rainy,2018.0,Casual,Red Chief Men Rust Casual  Shoes,Sadness
8789,33769,Men,Footwear,Shoes,Casual Shoes,Brown,Sunny,2012.0,Casual,ADIDAS Neo Men Utility Deck Brown Shoes,Sadness
8794,14379,Women,Footwear,Shoes,Heels,Beige,Rainy,2015.0,Casual,Catwalk Women Casual Beige Heels,Contentment
8795,28321,Men,Footwear,Sandal,Sandals,Black,Rainy,2018.0,Casual,Red Tape Men Casual Black Sandals,Anger
8796,13960,Women,Apparel,Topwear,Tops,Grey,Rainy,2011.0,Casual,Jealous 21 Women Stripes Grey Tops,Sadness
8798,27369,Men,Apparel,Topwear,Tshirts,Blue,Rainy,2011.0,Casual,Tantra Men Hippy Blue T-shirt,Contentment
8799,6997,Men,Apparel,Topwear,Tshirts,White,Sunny,2011.0,Casual,s.Oliver Men's De-Nim White T-shirt,Joy
8800,19466,Men,Apparel,Topwear,Shirts,Red,Rainy,2011.0,Casual,Quiksilver Men Red Check Shirt,Joy
8801,7845,Men,Footwear,Shoes,Sports Shoes,Black,Rainy,2011.0,Sports,Puma Men's Allegra Mid Black Silver Shoe,Anger
8804,10144,Men,Footwear,Shoes,Casual Shoes,Brown,Rainy,2011.0,Casual,Rockport Men Drsp Wingtip Brown Casual Shoes,Sadness
8806,11096,Women,Apparel,Topwear,Sweaters,Purple,Rainy,2011.0,Casual,Scullers Women Stripes Purple Sweaters,Sadness
8808,37766,Men,Apparel,Topwear,Shirts,Orange,Sunny,2012.0,Casual,John Players Men Check Orange Shirt,Joy
8809,4061,Men,Apparel,Topwear,Tshirts,Yellow,Sunny,2011.0,Casual,Myntra Men's Radio Head Yellow T-shirt,Joy
8810,45346,Women,Footwear,Shoes,Heels,White,Sunny,2016.0,Casual,Cobblerz Women White Sandals,Joy
8815,6736,Men,Footwear,Sandal,Sandals,Black,Rainy,2011.0,Casual,Puma Men Photon Black Floater,Anger
8818,23154,Men,Apparel,Topwear,Tshirts,Off White,Rainy,2011.0,Casual,Mark Taylor Men Off White Printed T-shirt,Neutral
8820,12613,Men,Apparel,Topwear,Tshirts,Black,Rainy,2011.0,Casual,Ed Hardy Men Printed Black Tshirts,Anger
8822,2396,Men,Footwear,Shoes,Casual Shoes,Black,Rainy,2018.0,Casual,Red Tape Black Men Casual Shoe,Anger
8823,23968,Men,Apparel,Topwear,Tshirts,Purple,Rainy,2011.0,Casual,Peter England Men Purple Casual T-shirt,Sadness
8824,48459,Men,Apparel,Bottomwear,Shorts,Blue,Sunny,2012.0,Casual,French Connection Men Blue Striped Shorts,Contentment
8828,17153,Men,Apparel,Topwear,Jackets,Khaki,Rainy,2011.0,Casual,U.S. Polo Assn. Men Solid Lt.khaki Jacket,Anger
8829,6504,Men,Apparel,Topwear,Jackets,Blue,Sunny,2011.0,Casual,ADIDAS Men Wind Sky Blue Jacket,Contentment
8830,18927,Men,Apparel,Topwear,Tshirts,Purple,Rainy,2011.0,Casual,Levi's Men Flock Print Purple Tshirt,Sadness
8831,47623,Women,Footwear,Shoes,Heels,Black,Rainy,2014.0,Casual,Portia Women Black Flats,Anger
8832,26614,Men,Footwear,Shoes,Sports Shoes,Black,Sunny,2012.0,Sports,Puma Men Complete Itana 2 Black Sports Shoes,Anger
8833,12421,Women,Footwear,Shoes,Casual Shoes,Beige,Rainy,2011.0,Casual,Timberland Women Casual Beige Casual Shoes,Contentment
8835,24143,Men,Apparel,Topwear,Tshirts,Grey,Sunny,2012.0,Casual,ADIDAS Men Printed Grey T-shirt,Sadness
